PENJUALAN_2021;PENJUALAN_2020;RATIO_BEBAN-PENJUALAN_2021;RATIO_BEBAN-PENJUALAN_2020;SUMBER_LABA_UTAMA_2021;SUMBER_LABA_UTAMA_2020;LABA_RUGI_2021;LABA_RUGI_2020;LIABILITAS_2021;LIABILITAS_2020;ASET_2021;ASET_2020;KAS_2021;KAS_2020;Performa
51197191;68253013;0,484309313;0,706048773;Bidang Usaha;Bidang Usaha;13044487,09;-15730941,71;61366418;74128756;124915139;126796802;32881712;39267242;buruk
67309381;89630967;0,515800658;0,224718184;Bidang Usaha;Bidang Usaha;16173241,23;11324064,5;42426031;42656826;128157222;125601748;20190356;27024646;buruk
58884049;77964652;0,567770809;0,927307778;Bidang usaha;Bidang usaha;1353651,675;47145196,42;34952044;61485558;137496973;150958472;27832002;34840052;buruk
67828943;89635327;0,793912116;0,207477044;Bidang Lainnya;Bidang Usaha;1108903,271;29370055,48;69211461;81788168;124035795;130926661;26216234;33606743;buruk
60991040;80575548;0,013828668;0,785782282;Bidang usaha;Bidang usaha;1487993,093;-22146058,07;31715286;49682452;124145914;139188926;30838300;37267779;buruk
56701933;74529160;0,815168795;0,811745687;Bidang Usaha;Bidang Usaha;32850650,95;9893382,925;38567196;38628077;127126004;128780000;15447148;21468518;buruk
59910370;78582877;0,455916252;0,888624884;Bidang Usaha;Bidang Usaha;12806038,84;-3322097,007;87181718;52673670;133615595;149315237;26831727;35959972;buruk
69308630;90690919;0,933718441;0,580806814;Bidang Usaha;Bidang Usaha;32430717,97;27708797,18;74570110;63880855;133895274;150414030;26199308;35211945;buruk
65566582;85356201;0,872416104;0,308490979;Bidang Lainnya;Bidang Lainnya;33267404,92;44307391,05;21080494;27937561;124398919;158328491;20712845;28883692;buruk
71322137;92381563;0,716922764;0,769029661;Bidang usaha;Bidang usaha;31833145,68;61159803,57;76596928;85950776;158458356;141018260;21575449;28194877;buruk
72663306;94043560;0,868917949;0,805498199;Bidang Lainnya;Bidang Usaha;16565103,3;-8146409,173;24293526;70417171;123026051;138368209;33248531;39084899;buruk
68860698;89112337;0,210272702;0,968469552;Bidang Usaha;Bidang Usaha;38982338,96;6166913,346;45968472;83439099;131920099;133145925;26144110;33427973;buruk
68407589;88505974;0,466789556;0,910465577;Bidang Usaha;Bidang Usaha;31553854,05;-20244019,47;30567350;66464268;143453575;140741193;25978046;35645128;buruk
74017475;95712327;0,609217428;0,202752262;Bidang Usaha;Bidang Usaha;49187405,79;60011243,86;98128446;90741142;144337921;150535688;24147907;30836712;buruk
75538191;97480788;0,47343808;0,568428803;Bidang Usaha;Bidang Usaha;9142395,784;43836898,65;97252591;84034810;157694079;126705067;9013104;16571624;buruk
61766160;79699787;0,397715741;0,948275167;Bidang Usaha;Bidang Usaha;494629,3975;36776722,03;67769547;96032000;156284524;128255103;22713216;28379834;buruk
72198529;92427720;0,404398845;0,901953356;Bidang Lainnya;Bidang Lainnya;30128457,07;9346614,358;37552645;63347936;155161726;151329557;29700615;37468367;buruk
62036994;79359205;0,385195021;0,788648105;Bidang Usaha;Bidang Usaha;3124029,142;7716815,214;69986288;66915545;153886070;156804348;29424563;34726549;buruk
58968876;75388803;0,239379002;0,361241123;Bidang usaha;Bidang usaha;11337221,54;48335964,49;57670718;21188293;156507783;159593890;17514692;24970651;buruk
78023615;99484815;0,899010379;0,899658831;Bidang usaha;Bidang usaha;21359169,61;34064695,66;51018579;65703930;140133337;123333634;27575606;35160937;buruk
68746494;87639608;0,962141317;0,043813214;Bidang usaha;Bidang usaha;18513299,09;16874094,98;56566426;73178550;148572668;152489966;7008295;12359482;buruk
61040857;77457188;0,218660502;0,935705017;Bidang usaha;Bidang Lainnya;28483063,12;40423820,66;37279795;66014973;127802726;131258797;10665911;18261106;buruk
58313024;73979146;0,779306167;0,909154862;Bidang Lainnya;Bidang Lainnya;3985896,945;-19213281,52;43254400;65874627;141801031;141789233;3534344;11255738;buruk
74312412;94108282;0,975051899;0,286388912;Bidang Usaha;Bidang Usaha;3868661,404;20905341,98;27048401;68525166;136096674;139942228;18844479;28728575;buruk
70699197;89505868;0,39121958;0,248661959;Bidang Usaha;Bidang Usaha;23911157,58;28195404,34;85889045;47344016;149935290;145376555;22964385;29412760;buruk
76369655;96580759;0,265104406;0,094156989;Bidang Usaha;Bidang Usaha;49961540,56;132275,4818;77622931;48922630;127032172;146299504;28944795;34785979;buruk
73983098;93265543;0,409987422;0,659191088;Bidang usaha;Bidang usaha;1294111,578;2306332,286;28626920;91276911;140661715;125105790;15174699;20480492;buruk
60780629;76090286;0,631378554;0,358312041;Bidang Usaha;Bidang Usaha;35468480,34;-9034781,359;35220802;96360128;154542288;151185318;5026183;13170192;buruk
53430889;66867524;0,994139957;0,600880469;Bidang Lainnya;Bidang Usaha;16577595,73;27148073,7;68097282;67154831;128478003;150395617;5582685;12780064;buruk
55649220;69637769;0,366496875;0,074274277;Bidang Usaha;Bidang Usaha;23554650,02;4334811,959;95960481;56858944;149231537;148594382;18048652;25422909;buruk
50156836;62591085;0,288631539;0,054962229;Bidang usaha;Bidang usaha;5383726,928;-783206,7258;51363230;80372442;140977344;154115028;9122162;15538533;buruk
75231863;93749664;0,714871511;0,198547181;Bidang Usaha;Bidang Usaha;14912192,88;6042201,027;45427352;98333840;139360808;148976202;16585555;22539997;buruk
70223815;87332193;0,124011853;0,827616794;Bidang Usaha;Bidang Usaha;16913993,54;39641774,94;28885220;23740766;146098525;140317982;30131359;39801981;buruk
65397064;81295660;0,316115712;0,107625972;Bidang usaha;Bidang usaha;11954117,39;22294257,58;98641133;94220343;147541847;158626890;3100373;11656098;buruk
69005034;85619149;0,666588033;0,875891573;Bidang Usaha;Bidang Lain ;19429616,9;50330755,77;56932624;44391319;146392423;156778727;7497228;13053752;buruk
65478078;80659208;0,635790912;0,088570326;Bidang Usaha;Bidang Usaha;34289740,9;19130910,87;98507024;30955926;139921472;128421459;14766235;23079921;buruk
70376928;86564211;0,13323058;0,719848191;Bidang Usaha;Bidang Usaha;25624406,37;19719184,95;27360073;62869185;144076136;159303398;34083150;39233868;buruk
78418551;96108848;0,261233397;0,300225317;Bidang Usaha;Bidang Usaha;26501493,47;-22026277,95;73436711;31744373;150296829;134415603;9069240;16523465;buruk
77929493;95303356;0,822672825;0,190869914;Bidang Lainnya;Bidang Lainnya;23751720,02;28696713,32;36751331;77135019;120615860;145922485;2853718;11177435;buruk
75384285;91693424;0,055146267;0,800665992;Bidang usaha;Bidang usaha;40077796,39;42353680,85;76321424;34207085;149452590;157262106;26930415;35866904;buruk
74673156;90661372;0,979111001;0,735749943;Bidang Usaha;Bidang Usaha;31850365;51707278,79;52879993;56807743;156439294;153022972;27561187;32657761;buruk
72402764;87886118;0,441316673;0,460869683;Bidang Lainnya;Bidang Lainnya;25087132,71;-23538036,76;74017960;92369749;146774396;130198011;4406209;14032382;buruk
69009976;83765743;0,752585377;0,076682629;Bidang Usaha;Bidang Usaha;5306700,605;49609804,62;20817745;39617411;131007098;152802589;19458170;24473809;buruk
54889805;66517749;0,371357084;0,51765925;Bidang Usaha;Bidang Usaha;28022116,29;18559872,78;63764403;61883731;134208955;147977803;19617574;26323033;buruk
59436824;71768605;0,129514082;0,645361574;Bidang usaha;Bidang usaha;2456128,561;40946236,17;56730153;58498933;149192933;143915667;5705990;12773244;buruk
64060994;77310260;0,948598849;0,093969764;Bidang Lainnya;Bidang Usaha;42999725,34;-7328135,021;86613630;42892883;153750116;129384272;14885535;20328996;buruk
78049727;94000760;0,276558837;0,974977709;Bidang Usaha;Bidang Usaha;21374281,39;56538296,46;57965424;23541486;136403082;146078389;6397862;12835399;buruk
73427061;88418390;0,699054081;0,448668137;Bidang usaha;Bidang usaha;19832244,27;29335380,47;85705319;54364622;123530885;129788218;13007276;21392014;buruk
75616626;90995332;0,155993895;0,916757166;Bidang Lainnya;Bidang Lainnya;42803314,91;4624516,193;35282974;80905052;124905661;155919661;14718972;22081346;buruk
63874764;76526954;0,242249619;0,644079752;Bidang Usaha;Bidang Usaha;26969780,39;12318655,17;99213493;29271183;130624768;145314084;4241669;11372243;buruk
82869332;98613836;0,871984261;0,36320198;Bidang Usaha;Bidang Usaha;13136033,99;-11698930,25;52873413;48521341;124920899;129138238;22180879;29787865;buruk
53737817;63694881;0,966497961;0,162499283;Bidang usaha;Bidang usaha;24701457,71;34161417,28;47283500;79645871;159392246;128637244;18670868;28317172;buruk
59593402;70586308;0,652603571;0,440546359;Bidang usaha;Bidang usaha;27306722,77;41801212,55;74877953;49577634;153756753;145344430;28842945;34597915;buruk
75172642;88503298;0,438017112;0,100121765;Bidang usaha;Bidang usaha;19469499,07;42197661,79;87205736;40951558;156068898;155530664;21508952;27621675;buruk
76113051;89447205;0,254026739;0,231049528;Bidang Usaha;Bidang Usaha;41385881,86;-6964172,172;27416921;59733732;131985090;127536078;12658290;18820545;buruk
74096285;86638563;0,008207671;0,546198384;Bidang usaha;Bidang usaha;18817552,93;-13893446,93;66858063;78552105;158873692;142491307;20055109;29667855;buruk
58261974;67363289;0,703087958;0,255516873;Bidang usaha;Bidang Lainnya;11649916,5;42274044,34;96588726;32734629;127978495;157026482;23131394;31901125;buruk
85165524;98416097;0,767713629;0,043774715;Bidang usaha;Bidang usaha;11198862;48963919,37;81243030;55182501;127662574;158082081;5750224;12862236;buruk
55639671;64027655;0,282560091;0,53097801;Bidang Usaha;Bidang Usaha;17599161,36;30597815,74;36089306;22806855;155569450;139499287;19400431;27782410;buruk
71312310;81756237;0,813266205;0,691457745;Bidang Usaha;Bidang Usaha;26369881,55;-19237667,2;20199085;42395825;126318095;129805533;18085132;26815892;buruk
61835454;70815822;0,093191721;0,626948393;Bidang Usaha;Bidang Usaha;31712151,57;5150125,013;29479583;28174825;132137873;156077632;30049870;36398225;buruk
84102569;96286887;0,893254132;0,970097685;Bidang usaha;Bidang usaha;38435352,58;1019614,649;20556188;43547166;136878439;148198445;9601326;18442774;buruk
84060682;96165080;0,550165272;0,689161011;Bidang Usaha;Bidang Usaha;45959459,73;-27524242,61;56224528;35919932;139441442;124907586;5270717;13784627;buruk
86609938;98872905;0,026947317;0,518185685;Bidang Lainnya;Bidang Lainnya;22584447,91;58904010,19;26637317;90770801;146356872;156029152;10359209;16949317;buruk
77226522;88137485;0,615907694;0,93183847;Bidang Usaha;Bidang Usaha;31920944,78;21318649,06;94701600;87778610;139113050;128351412;13844608;20354075;buruk
66758105;75749157;0,018001464;0,033761105;Bidang Usaha;Bidang Usaha;34320206,66;47191368,78;86588875;75563000;125281441;129561988;27467865;35526967;buruk
51887852;58833607;0,32689694;0,121083528;Bidang usaha;Bidang usaha;2238951,562;19374091,35;54971146;44455078;159711117;140667531;16655453;26628999;buruk
68902517;78107774;0,312501612;0,501116004;Bidang Usaha;Bidang Usaha;20718068,24;33471101,25;55140017;49728501;145838590;147140634;19902921;29022626;buruk
72366384;82022613;0,257248881;0,391027707;Bidang usaha;Bidang usaha;35413382,83;15337578,23;52847380;98957929;135272774;120719351;15269487;22584256;buruk
77864142;88163144;0,209496376;0,535850654;Bidang Usaha;Bidang Usaha;34611011,71;-22000793,55;85046528;26180511;124156379;120142821;25977710;35003922;buruk
58571218;65844906;0,883766748;0,057082504;Bidang usaha;Bidang usaha;24113530,4;-5522420,362;35206557;20503575;147203167;129107621;4680253;10524043;buruk
80494410;89938433;0,171425005;0,075954268;Bidang Usaha;Bidang Usaha;51253197,19;8304502,312;68858746;94644145;122548857;143856512;6008463;13346904;buruk
70775827;79052996;0,635167265;0,847393316;Bidang Lainnya;Bidang Usaha;12101410,6;25667794,18;37701781;49398555;126022536;124790223;24188781;32291736;buruk
85083679;94875881;0,865098711;0,054677022;Bidang Lainnya;Bidang Usaha;45089378,9;-9230278,492;61069488;58140642;135972832;154864240;4891338;11714394;buruk
57864560;64484055;0,894753605;0,523028479;Bidang usaha;Bidang usaha;32422225,29;24065737,28;78943259;91605241;125546148;143031030;30816501;38132017;buruk
61017028;67898132;0,007262339;0,814509408;Bidang Usaha;Bidang Usaha;2179147,863;46634751,05;85493048;75556651;128933025;127545246;9730970;15498046;buruk
64397516;71189912;0,011080808;0,684903355;Bidang Lainnya;Bidang Lainnya;27617843,28;-6073779,246;93355647;34381679;147273116;145356984;28924210;35739698;buruk
51317034;56697265;0,074615575;0,80096209;Bidang usaha;Bidang usaha;2686246,899;29819617,88;55825819;64671802;125741538;149683721;10067655;18746922;buruk
59704874;65788597;0,696933329;0,76219653;Bidang Usaha;Bidang Usaha;15670106,15;22909221;84124764;93639751;130180847;136522265;15249700;23891771;buruk
61164610;67374152;0,822035349;0,733373377;Bidang Lainnya;Bidang Lainnya;21825153,44;20448482,27;28606287;64792448;120719979;133493209;29689947;39226607;buruk
72004677;79209956;0,659491466;0,570680119;Bidang Usaha;Bidang Usaha;42689611,99;48693598,61;30221316;60355477;127771971;157825500;16713681;21741528;buruk
71481447;78522282;0,672519139;0,422350784;Bidang Usaha;Bidang Usaha;1162124,76;-124813,0629;84798931;32499586;120721709;131679455;24156282;33046417;buruk
70855988;77599164;0,367124809;0,207864603;Bidang Usaha;Bidang Usaha;4357967,022;39787672,11;47143444;34777491;132555443;145764771;11583784;17451460;buruk
86824227;94968165;0,240454186;0,559572982;Bidang Lainnya;Bidang Lainnya;20588816,83;-14671628,19;93565324;35643583;153998823;150721097;27277654;32353834;buruk
85166962;93102482;0,186961319;0,248711706;Bidang Usaha;Bidang Usaha;32043322,14;29460006,84;51343394;77167854;146974296;120295070;31602100;39708830;buruk
74559011;81336422;0,748119996;0,555301478;Bidang Usaha;Bidang Usaha;4433099,197;37188447,03;58678418;73754945;140855568;120725811;10687942;16146205;buruk
71218509;77624172;0,874889124;0,462576405;Bidang Usaha;Bidang Usaha;29164156,37;38594135,63;85943957;64770690;137547085;130075210;10238218;16890529;buruk
81500711;88345990;0,355722718;0,055455889;Bidang Usaha;Bidang Usaha;30464390,33;-24003910,9;94143178;32047278;131639327;142792508;31256306;38627174;buruk
85076888;91873212;0,567340153;0,135434078;Bidang Usaha;Bidang Usaha;44797023,1;2382833,619;64389826;88303020;123836636;143111266;27057593;35885959;buruk
73850893;79654581;0,824741034;0,705744957;Bidang Usaha;Bidang Usaha;24049240,62;-7203900,916;53394784;21583675;159289389;152688174;14105341;20856749;buruk
85408815;92100594;0,319035256;0,205679238;Bidang Usaha;Bidang Usaha;51808786,83;15003126,65;93680577;58089674;123256847;157794979;5352164;12939432;buruk
78989730;85064811;0,505833573;0,324634184;Bidang Usaha;Bidang Usaha;24626604,33;-22436623,36;43447012;80994856;130758716;128125546;2579638;10019797;buruk
82195286;88277856;0,391638787;0,220838491;Bidang Usaha;Bidang Usaha;2810726,73;27311744,04;34776351;52414706;153920952;147805212;10805084;16844615;buruk
86680772;92967425;0,092195402;0,62477971;Bidang Lainnya;Bidang Lainnya;9457397,045;41858380,48;90599150;53807192;148155310;155112793;11987041;21568202;buruk
86826222;92760153;0,083743719;0,594805694;Bidang usaha;Bidang usaha;52901359,65;-20986014,67;98227996;42107866;144310165;134144644;4722172;11805456;buruk
50107324;53416283;0,979098192;0,972290019;Bidang usaha;Bidang usaha;26648514,63;34158067,13;23398525;98857340;155607012;157151695;25796687;32293040;buruk
67615579;72070135;0,292905362;0,841041459;Bidang Usaha;Bidang Usaha;1180386,352;34977405,56;35973360;69724310;128010495;122194192;27392451;36865103;buruk
93764946;99939085;0,345213519;0,564633508;Bidang Usaha;Bidang Usaha;50004279,6;2212821,672;29227123;95995623;157065727;155896989;7030757;14525351;buruk
60461861;64413016;0,980522908;0,737446167;Bidang usaha;Bidang usaha;25285223,83;2691613,159;46155420;52548374;142765084;156798396;3542630;12179082;buruk
76737921;81630867;0,242976386;0,123943627;Bidang Usaha;Bidang Usaha;52558821,59;46011328,27;76519182;46536361;140974540;139229841;25989620;33985175;buruk
73421629;77975481;0,26705401;0,224626038;Bidang Usaha;Bidang Usaha;3141830,967;14866084,07;27470369;72229440;126484705;149832949;8576570;18512099;buruk
85265633;90432793;0,177827023;0,986594344;Bidang usaha;Bidang Lainnya;35003493,17;16467547,45;71370351;37843766;139808540;159218983;15688054;22122366;buruk
80986907;85821051;0,474167929;0,780040878;Bidang Usaha;Bidang Usaha;13482415,43;8070916,458;88514860;90923390;120054118;131561822;26086783;34542363;buruk
70780583;74594522;0,952531961;0,098899933;Bidang usaha;Bidang usaha;1891207,538;22558983,37;41952131;61618340;151250708;144491709;9917546;19390168;buruk
74486560;78497168;0,887683606;0,560441277;Bidang Usaha;Bidang Usaha;12173626,66;45129545,48;34762279;27732640;155714550;150535551;17167208;24122700;buruk
86612692;91234786;0,624979047;0,355127286;Bidang usaha;Bidang usaha;56722234,56;16038140,29;20483098;99135316;124643774;149988803;10176385;15680166;buruk
85800026;90279603;0,739451242;0,620853149;Bidang Usaha;Bidang Usaha;20780769,12;46270782,04;92903406;50989122;124495592;145548673;3511874;11826475;buruk
70063499;73647107;0,819147525;0,755859826;Bidang Lainnya;Bidang Lainnya;32778920,75;2117057,547;81880878;33119703;142349882;131505052;16359343;22644923;buruk
73214354;76736067;0,118245314;0,183706339;Bidang usaha;Bidang usaha;35220296,15;22796868,23;49252235;24459471;127712559;152670764;17117011;22717549;buruk
68047807;71236281;0,541109846;0,417728916;Bidang Lainnya;Bidang Lainnya;38405343,61;23260387,47;62487066;78141459;122061783;140667144;21105854;29008107;buruk
92389446;96146907;0,347213323;0,723039147;Bidang usaha;Bidang usaha;30509447,49;24287203,85;70429789;43288353;142347991;155921215;6338830;13925052;buruk
54030475;56188263;0,846757942;0,667967306;Bidang Usaha;Bidang Usaha;33490038,43;20815629,86;94554163;93677379;159056315;132073362;10453831;16356139;buruk
87864507;91352684;0,0062033;0,966599047;Bidang Usaha;Bidang Usaha;20535685,47;12324241,77;36286296;77273332;156459807;151974589;7486235;14671010;buruk
59276266;61536985;0,309062734;0,134244167;Bidang Usaha;Bidang Usaha;12252045,39;35562957,9;49254721;79353124;136440953;145854902;3833702;12194693;buruk
84131007;87222217;0,362985628;0,967112006;Bidang Usaha;Bidang Usaha;47722539,15;22595808,87;39887248;73474971;158614711;134068954;25936906;34176623;buruk
90352608;93651113;0,211119278;0,852759514;Bidang usaha;Bidang usaha;47988787,16;39003052,8;89082134;55644664;122111299;128779356;15705518;25405252;buruk
94224138;97486310;0,513589184;0,212758937;Bidang Usaha;Bidang Usaha;55368771,56;49481427,42;93276207;78025983;128079958;136455302;14788372;20554577;buruk
86783289;89719769;0,177474767;0,364767651;Bidang Usaha;Bidang Usaha;21614437,61;-13029360,05;76887865;91105717;156729068;140788190;20673464;27706124;buruk
90283780;93081544;0,819155249;0,391829939;Bidang usaha;Bidang Lainnya;49680982,28;13479219,98;50154895;24845638;130771180;126004415;3183689;13058811;buruk
85702093;88013275;0,737857264;0,642970959;Bidang Usaha;Bidang Lain ;54044141,02;31907916,75;34719060;25712484;136588342;139647783;11152678;18373684;buruk
53928630;55373496;0,061495721;0,123964473;Bidang Usaha;Bidang Usaha;25495797,7;-9403693,054;88487321;94178151;140420410;133812266;9143359;17118147;buruk
84231475;86487166;0,724140151;0,758938849;Bidang Usaha;Bidang Usaha;30815308,66;43896367,75;68345570;70428435;149749395;137758438;25207349;31920267;buruk
88202394;90336178;0,91459073;0,277032175;Bidang usaha;Bidang usaha;34361168,9;27277752,02;28917963;41789660;158296814;153453380;14393499;21849967;buruk
78001558;79794711;0,14936691;0,860021445;Bidang Lainnya;Bidang Usaha;13943648,69;21506378,53;36974037;45260012;132203973;150400634;4581851;13132488;buruk
67429804;68880444;0,466511582;0,180276686;Bidang Usaha;Bidang Usaha;43708674,08;19755925,12;82459653;67988661;142910329;133237596;21333060;27125372;buruk
90962351;92910938;0,344552804;0,586786127;Bidang usaha;Bidang usaha;45242714,58;43198933,34;41963677;64879369;158474838;131444200;29773074;37688305;buruk
60916268;62192280;0,63730788;0,761258786;Bidang Lainnya;Bidang Lainnya;26594124,44;30060256,62;47268061;26162947;124641512;138741736;28953683;36304539;buruk
75990676;77571891;0,546707354;0,67370081;Bidang Usaha;Bidang Usaha;51719603,38;2058339,013;81422612;35443792;159950652;154771073;13480453;19920813;buruk
84386366;86089335;0,884632049;0,170811924;Bidang Usaha;Bidang Lain ;10152360,1;25235779,54;53422182;53173614;159503326;156885961;13740229;18912712;buruk
75796768;77259718;0,390626489;0,872470867;Bidang usaha;Bidang usaha;31633205,95;-10273670,3;81829323;56752274;122994699;129624661;16431461;25591977;buruk
77185803;78638054;0,459035606;0,72993844;Bidang usaha;Bidang usaha;4071923,768;-22258809,1;81441372;71582772;139496252;120516154;5537035;14632690;buruk
81474660;82696255;0,654751884;0,137315417;Bidang usaha;Bidang usaha;9116694,494;38533052,54;40951957;91819426;121183929;128470636;29554639;37520731;buruk
88855014;90137569;0,941009001;0,258537461;Bidang Usaha;Bidang Usaha;31318909;-1646792,666;50877398;72427429;138540099;140306479;26918375;36095334;buruk
53398503;54133609;0,181300431;0,189995335;Bidang Usaha;Bidang Usaha;26255334,35;8464406,716;84572962;62592637;145039644;155072272;14952440;24088148;buruk
61979653;62811711;0,223692305;0,531827734;Bidang Usaha;Bidang Usaha;31846981,48;17105849,63;30158134;52308473;145982121;125218201;20677342;27708384;buruk
58737880;59238271;0,052836499;0,775000857;Bidang Usaha;Bidang Usaha;31519457,57;-12929607,84;29811075;86710070;142970098;150644805;14662015;21095450;buruk
77170163;77755935;0,456330532;0,293837655;Bidang Usaha;Bidang Usaha;44681885,56;9081601,662;68906395;50407256;159813848;137968616;18851813;25513225;buruk
93357729;94019134;0,603154577;0,955264341;Bidang Lainnya;Bidang Usaha;18529846,43;46615528,89;48694778;56564502;149981571;143784266;13836742;21773077;buruk
65594674;65953252;0,842763631;0,426076716;Bidang usaha;Bidang usaha;21297667,01;1260782,117;56740553;66765045;142046549;126448944;7054167;14182673;buruk
51193386;51446591;0,985991656;0,316055586;Bidang Usaha;Bidang Usaha;15814417,85;32987966,71;57316500;84143271;147815312;145862365;5958861;14866766;buruk
95521800;95859405;0,431999014;0,958786558;Bidang Lainnya;Bidang Usaha;6139549,513;61675152,96;97539144;45149812;124685132;158489454;23776413;33022597;buruk
61496435;61618882;0,133714844;0,235352137;Bidang Usaha;Bidang Usaha;26119144,68;36197168,21;72276688;64766244;131137078;122042097;31856882;38715421;buruk
59490894;59598882;0,70192281;0,101659971;Bidang usaha;Bidang usaha;2334499,112;7073290,43;82616013;55803827;125526571;152762955;22476416;29266316;buruk
91395100;91085541;0,391257337;0,746761732;Bidang Usaha;Bidang Usaha;34230260,59;31821151,06;77467093;60337763;137361233;122890663;22245581;31182133;buruk
97604140;75620454;0,893950792;0,000820599;Bidang Usaha;Bidang Usaha;51613853,6;1881081,818;57651432;49789753;126243107;125946613;21899217;29568693;buruk
86317760;68341082;0,4733738;0,00116434;Bidang Lainnya;Bidang Lainnya;54634881,15;5061001,326;70166515;90838302;135852141;133336438;11434040;17396196;buruk
68838395;51208022;0,862946735;0,004355446;Bidang Usaha;Bidang Usaha;17267576,8;7478849,991;91615937;35626738;152038575;144044712;24649104;32097679;buruk
79610136;53879527;0,775028104;0,009972993;Bidang Usaha;Bidang Usaha;9924589,292;24279150,23;22164706;50290776;150386164;158034524;8005290;15275750;buruk
87074256;64973464;0,987079128;0,016400104;Bidang usaha;Bidang usaha;58247077,15;40229885,8;60352814;56660882;131761349;132379854;28227072;36755322;buruk
88384789;80502045;0,680110492;0,012856334;Bidang Usaha;Bidang Usaha;48797428,24;17783024,9;68917315;58177145;134299734;143372858;22295496;31072606;buruk
95083526;58204273;0,669693077;0,014119365;Bidang Lainnya;Bidang Lainnya;64187197,03;-8706070,069;62905859;26947702;126851892;138635346;20906933;27582294;buruk
67373625;58850081;0,791931691;0,017603356;Bidang Usaha;Bidang Usaha;5760874,846;37901331,58;61066526;51174722;139563416;158379034;31606694;38872313;buruk
89552174;57530307;0,944687386;0,024839193;Bidang Usaha;Bidang Usaha;28987861,96;39737972,01;35183559;91412108;121669799;156344009;24806426;33368757;buruk
98030350;90227771;0,91641491;0,042107935;Bidang usaha;Bidang usaha;11605860,15;5133040,783;43799470;77138156;148970679;142737821;3331630;11923699;buruk
95829641;77028190;0,461684387;0,021603437;Bidang Usaha;Bidang Usaha;13749195,97;2991766,579;97273508;21017849;132322899;146931481;20400042;28937916;buruk
55987913;55012084;0,850640369;0,052279439;Bidang Usaha;Bidang Usaha;8998750,288;10988276,02;40406350;82549528;130343590;155015739;27867172;36887103;buruk
79175328;67619464;0,743484312;0,048766345;Bidang Usaha;Bidang Usaha;29508136,34;16292126,05;27269383;67376737;137750415;158844523;11007970;20065334;buruk
99958903;54593612;0,508644359;0,034013089;Bidang usaha;Bidang usaha;58163284,08;30807936,89;23031114;56862353;126845527;120350645;18188836;27099180;buruk
98257130;86686288;0,233216193;0,016042272;Bidang Usaha;Bidang Usaha;9037040,155;-17989388,9;98047886;33375667;128268367;131174049;22304612;28017354;buruk
92579068;90496714;0,738501502;0,059689013;Bidang usaha;Bidang usaha;13551978,17;25498978,61;60040112;52657532;135505949;149731248;8623987;15402729;buruk
80992117;62872561;0,957115594;0,081454567;Bidang usaha;Bidang usaha;25956808,04;15158906,2;66502421;49147591;126577585;148075903;30714759;38073306;buruk
98800108;74849818;0,196130759;0,01748857;Bidang Usaha;Bidang Usaha;37615762,79;6288255,607;38438204;22572154;121055038;150775944;27576001;33184450;buruk
96873073;94719958;0,871440008;0,079299083;Bidang Usaha;Bidang Lain ;32907669,49;24772748,34;48604952;22342559;129371383;122702111;21079057;27644087;buruk
75042172;57605704;0,633447818;0,066878694;Bidang Usaha;Bidang Usaha;17223523,46;19693349,18;53770041;48302413;155796250;132433079;9839847;17514414;buruk
89009820;74337201;0,727334421;0,077980399;Bidang Usaha;Bidang Usaha;43970410,28;23175948,86;77237580;76250450;121666877;159010576;10720011;16792920;buruk
73508967;51987302;0,830521117;0,089399412;Bidang usaha;Bidang usaha;45639846,23;-673217,9612;28796591;77225100;130989975;137474683;12073408;19404726;buruk
77415417;62321194;0,938272345;0,10172673;Bidang Lainnya;Bidang Lainnya;3485691,533;2271452,689;61038310;89163752;149043436;144824352;22093673;30563035;buruk
61856613;55060528;0,84887652;0,099313424;Bidang Usaha;Bidang Usaha;24606764,06;36534144,78;31461955;90132720;129043627;142857791;29217189;39006216;buruk
84200367;75316127;0,171404991;0,021026515;Bidang Lainnya;Bidang Lainnya;12674660,36;42248712,23;20266434;71108984;142118857;146037384;7863278;15984789;buruk
63635126;57796788;0,911753944;0,127182618;Bidang Usaha;Bidang Usaha;14871940,17;-14042087,93;86018471;96592084;150842644;138819442;8974075;14449041;buruk
94951641;77270944;0,950565963;0,134410035;Bidang Usaha;Bidang Usaha;45906469,72;20994599,99;43582316;40135353;137072428;149597194;26157431;35883126;buruk
94159984;87937162;0,790078059;0,115581733;Bidang usaha;Bidang usaha;60285261,11;48730266,45;79759272;83633080;154891041;131199667;29619535;35391882;buruk
95775110;80918297;0,544641953;0,095340223;Bidang usaha;Bidang usaha;59944231,93;24046457,52;70543748;42228988;142829167;120239513;20433145;28806202;buruk
67683310;67311192;0,766176635;0,135263297;Bidang Usaha;Bidang Usaha;43517269,33;31541597,51;68330441;71929492;159387690;137319830;29665179;34859012;buruk
76160741;56135892;0,52016387;0,092240821;Bidang Usaha;Bidang Usaha;13906506,01;1115287,75;50671261;41322614;143262961;132070336;25419208;34889638;buruk
78472212;74748195;0,352349853;0,062642233;Bidang Lainnya;Bidang Lainnya;53627409,96;-17795594,92;29822517;86778427;128261310;140926879;19853466;25278198;buruk
91488533;88746496;0,448987131;0,081570719;Bidang usaha;Bidang usaha;29865199,06;32877262,32;56681683;56673699;142979908;145198043;4459726;12019462;buruk
